,day_num,place,product,cost,date,competitors_price,year,month,day,place_0,place_1,place_2,place_3,place_4,weather
59,60,0,0,5.347323035450374,2218-11-26,10.255668327703647,2218,11,26,1,0,0,0,0,0
60,61,0,0,5.347323035450374,2218-11-27,10.997557141262092,2218,11,27,1,0,0,0,0,1
61,62,0,0,5.347323035450374,2218-11-28,10.86745843846402,2218,11,28,1,0,0,0,0,1
62,63,0,0,5.347323035450374,2218-11-29,10.216252298740283,2218,11,29,1,0,0,0,0,1
63,64,0,0,5.347323035450374,2218-11-30,10.981405421242384,2218,11,30,1,0,0,0,0,0
64,65,0,0,5.347323035450374,2218-12-01,10.392665546744862,2218,12,1,1,0,0,0,0,0
65,66,0,0,5.347323035450374,2218-12-02,11.28457248004953,2218,12,2,1,0,0,0,0,1
66,67,0,0,5.347323035450374,2218-12-03,10.831226286498975,2218,12,3,1,0,0,0,0,1
67,68,0,0,5.347323035450374,2218-12-04,11.27309940351562,2218,12,4,1,0,0,0,0,1
68,69,0,0,5.347323035450374,2218-12-05,10.800804318913997,2218,12,5,1,0,0,0,0,1
69,70,0,0,5.347323035450374,2218-12-06,10.547505583595141,2218,12,6,1,0,0,0,0,1
70,71,0,0,5.347323035450374,2218-12-07,11.372670082218715,2218,12,7,1,0,0,0,0,1
71,72,0,0,5.347323035450374,2218-12-08,9.85679576712043,2218,12,8,1,0,0,0,0,1
72,73,0,0,6.813121032243968,2218-12-09,10.409611636863929,2218,12,9,1,0,0,0,0,1
73,74,0,0,6.813121032243968,2218-12-10,11.339803477236787,2218,12,10,1,0,0,0,0,0
74,75,0,0,6.813121032243968,2218-12-11,10.839508135990862,2218,12,11,1,0,0,0,0,1
75,76,0,0,6.813121032243968,2218-12-12,11.240599101898155,2218,12,12,1,0,0,0,0,0
76,77,0,0,6.813121032243968,2218-12-13,10.883379309719807,2218,12,13,1,0,0,0,0,0
77,78,0,0,6.813121032243968,2218-12-14,8.947694559874515,2218,12,14,1,0,0,0,0,0
78,79,0,0,6.813121032243968,2218-12-15,10.07163636295524,2218,12,15,1,0,0,0,0,0
79,80,0,0,6.813121032243968,2218-12-16,11.18681848609353,2218,12,16,1,0,0,0,0,0
80,81,0,0,6.813121032243968,2218-12-17,10.677731952227969,2218,12,17,1,0,0,0,0,0
81,82,0,0,6.813121032243968,2218-12-18,10.657248531937388,2218,12,18,1,0,0,0,0,0
82,83,0,0,6.813121032243968,2218-12-19,10.954463696085536,2218,12,19,1,0,0,0,0,1
83,84,0,0,6.813121032243968,2218-12-20,9.454145280187404,2218,12,20,1,0,0,0,0,1
84,85,0,0,6.813121032243968,2218-12-21,10.692962071926457,2218,12,21,1,0,0,0,0,0
85,86,0,0,6.813121032243968,2218-12-22,10.210375849059112,2218,12,22,1,0,0,0,0,0
86,87,0,0,6.813121032243968,2218-12-23,9.965041112181702,2218,12,23,1,0,0,0,0,1
87,88,0,0,6.813121032243968,2218-12-24,10.29587768350121,2218,12,24,1,0,0,0,0,0
88,89,0,0,6.813121032243968,2218-12-25,10.089583150690409,2218,12,25,1,0,0,0,0,1
89,90,0,0,6.813121032243968,2218-12-26,11.309606518369492,2218,12,26,1,0,0,0,0,0
90,1,0,1,8.301877599450087,2218-09-28,21.520011991381384,2218,9,28,1,0,0,0,0,0
91,2,0,1,8.301877599450087,2218-09-29,22.33861266777811,2218,9,29,1,0,0,0,0,1
92,3,0,1,8.301877599450087,2218-09-30,22.51221541556999,2218,9,30,1,0,0,0,0,0
93,4,0,1,8.301877599450087,2218-10-01,20.528077550638724,2218,10,1,1,0,0,0,0,1
94,5,0,1,8.301877599450087,2218-10-02,22.66177908702268,2218,10,2,1,0,0,0,0,0
95,6,0,1,8.301877599450087,2218-10-03,22.61244862054801,2218,10,3,1,0,0,0,0,1
96,7,0,1,8.301877599450087,2218-10-04,21.40746706510999,2218,10,4,1,0,0,0,0,0
97,8,0,1,8.301877599450087,2218-10-05,21.79915058076326,2218,10,5,1,0,0,0,0,0
98,9,0,1,8.301877599450087,2218-10-06,22.601285117399662,2218,10,6,1,0,0,0,0,0
99,10,0,1,8.301877599450087,2218-10-07,22.54885990465169,2218,10,7,1,0,0,0,0,1
100,11,0,1,9.27699089486519,2218-10-08,22.690338829968084,2218,10,8,1,0,0,0,0,0
101,12,0,1,9.27699089486519,2218-10-09,21.242577532769324,2218,10,9,1,0,0,0,0,1
102,13,0,1,9.27699089486519,2218-10-10,22.872546490390487,2218,10,10,1,0,0,0,0,0
103,14,0,1,9.27699089486519,2218-10-11,21.258035491978205,2218,10,11,1,0,0,0,0,1
104,15,0,1,9.27699089486519,2218-10-12,20.293513096399245,2218,10,12,1,0,0,0,0,1
105,16,0,1,9.27699089486519,2218-10-13,22.754468937852142,2218,10,13,1,0,0,0,0,1
106,17,0,1,9.27699089486519,2218-10-14,20.014475562204755,2218,10,14,1,0,0,0,0,1
107,18,0,1,9.27699089486519,2218-10-15,17.611821669046126,2218,10,15,1,0,0,0,0,1
108,19,0,1,9.27699089486519,2218-10-16,21.532498543256747,2218,10,16,1,0,0,0,0,0
109,20,0,1,9.27699089486519,2218-10-17,19.888729317172505,2218,10,17,1,0,0,0,0,1
110,21,0,1,10.302584323875942,2218-10-18,22.75922105632607,2218,10,18,1,0,0,0,0,1
111,22,0,1,10.302584323875942,2218-10-19,22.887285230506492,2218,10,19,1,0,0,0,0,0
112,23,0,1,10.302584323875942,2218-10-20,21.68532215294617,2218,10,20,1,0,0,0,0,1
113,24,0,1,10.302584323875942,2218-10-21,21.029269413498486,2218,10,21,1,0,0,0,0,1
114,25,0,1,10.302584323875942,2218-10-22,21.85750994818874,2218,10,22,1,0,0,0,0,0
115,26,0,1,10.302584323875942,2218-10-23,21.070882805715257,2218,10,23,1,0,0,0,0,0
116,27,0,1,10.302584323875942,2218-10-24,21.80612372281757,2218,10,24,1,0,0,0,0,0
117,28,0,1,10.302584323875942,2218-10-25,23.085478520541088,2218,10,25,1,0,0,0,0,1
118,29,0,1,10.302584323875942,2218-10-26,19.186941648805035,2218,10,26,1,0,0,0,0,1
119,30,0,1,10.302584323875942,2218-10-27,22.75112847043519,2218,10,27,1,0,0,0,0,1
120,31,0,1,9.536673612916163,2218-10-28,20.41712325405426,2218,10,28,1,0,0,0,0,0
121,32,0,1,9.536673612916163,2218-10-29,20.54784034899925,2218,10,29,1,0,0,0,0,0
122,33,0,1,9.536673612916163,2218-10-30,19.406944522439478,2218,10,30,1,0,0,0,0,0
123,34,0,1,9.536673612916163,2218-10-31,22.28573281168488,2218,10,31,1,0,0,0,0,0
124,35,0,1,9.536673612916163,2218-11-01,22.871445455640327,2218,11,1,1,0,0,0,0,1
125,36,0,1,9.536673612916163,2218-11-02,20.002793763294495,2218,11,2,1,0,0,0,0,1
126,37,0,1,9.536673612916163,2218-11-03,22.7959267366681,2218,11,3,1,0,0,0,0,1
127,38,0,1,9.536673612916163,2218-11-04,22.206439787661825,2218,11,4,1,0,0,0,0,1
128,39,0,1,9.536673612916163,2218-11-05,21.678527640575574,2218,11,5,1,0,0,0,0,0
129,40,0,1,9.536673612916163,2218-11-06,23.166410412481167,2218,11,6,1,0,0,0,0,1
130,41,0,1,9.919573938987137,2218-11-07,23.128391327141177,2218,11,7,1,0,0,0,0,1
131,42,0,1,9.919573938987137,2218-11-08,21.175156086742067,2218,11,8,1,0,0,0,0,0
132,43,0,1,9.919573938987137,2218-11-09,23.081664961730418,2218,11,9,1,0,0,0,0,1
133,44,0,1,9.919573938987137,2218-11-10,23.102541601208593,2218,11,10,1,0,0,0,0,0
134,45,0,1,9.919573938987137,2218-11-11,21.834429487312633,2218,11,11,1,0,0,0,0,1
135,46,0,1,9.919573938987137,2218-11-12,20.96884848320801,2218,11,12,1,0,0,0,0,0
136,47,0,1,9.919573938987137,2218-11-13,19.180869361689133,2218,11,13,1,0,0,0,0,1
137,48,0,1,9.919573938987137,2218-11-14,22.97998776214491,2218,11,14,1,0,0,0,0,1
138,49,0,1,9.919573938987137,2218-11-15,20.17546976397896,2218,11,15,1,0,0,0,0,0
139,50,0,1,9.919573938987137,2218-11-16,21.54457998692567,2218,11,16,1,0,0,0,0,0
140,51,0,1,10.91059374939933,2218-11-17,22.371793553788915,2218,11,17,1,0,0,0,0,0
141,52,0,1,10.91059374939933,2218-11-18,20.63264219781831,2218,11,18,1,0,0,0,0,0
142,53,0,1,10.91059374939933,2218-11-19,22.467310032623914,2218,11,19,1,0,0,0,0,0
143,54,0,1,10.91059374939933,2218-11-20,20.934311905908547,2218,11,20,1,0,0,0,0,0
144,55,0,1,10.91059374939933,2218-11-21,22.486930375879254,2218,11,21,1,0,0,0,0,0
145,56,0,1,10.91059374939933,2218-11-22,22.43601509971227,2218,11,22,1,0,0,0,0,1
146,57,0,1,10.91059374939933,2218-11-23,21.665258988408205,2218,11,23,1,0,0,0,0,0
147,58,0,1,10.91059374939933,2218-11-24,20.61667937715978,2218,11,24,1,0,0,0,0,0
148,59,0,1,10.91059374939933,2218-11-25,22.962180495346583,2218,11,25,1,0,0,0,0,0
149,60,0,1,10.91059374939933,2218-11-26,20.21125176509844,2218,11,26,1,0,0,0,0,0
150,61,0,1,7.732805908244789,2218-11-27,21.842633335457343,2218,11,27,1,0,0,0,0,1
151,62,0,1,7.732805908244789,2218-11-28,21.15032474514823,2218,11,28,1,0,0,0,0,1
152,63,0,1,7.732805908244789,2218-11-29,21.71733814026,2218,11,29,1,0,0,0,0,1
153,64,0,1,7.732805908244789,2218-11-30,18.661111024121908,2218,11,30,1,0,0,0,0,0
154,65,0,1,7.732805908244789,2218-12-01,22.43042291654586,2218,12,1,1,0,0,0,0,0
155,66,0,1,7.732805908244789,2218-12-02,21.229354903573974,2218,12,2,1,0,0,0,0,1
156,67,0,1,7.732805908244789,2218-12-03,20.856147313607064,2218,12,3,1,0,0,0,0,1
157,68,0,1,7.732805908244789,2218-12-04,19.796487462420934,2218,12,4,1,0,0,0,0,1
158,69,0,1,7.732805908244789,2218-12-05,21.64496063441893,2218,12,5,1,0,0,0,0,1
159,70,0,1,7.732805908244789,2218-12-06,22.459922200412105,2218,12,6,1,0,0,0,0,1
160,71,0,1,9.375131556161765,2218-12-07,22.373871112236408,2218,12,7,1,0,0,0,0,1
161,72,0,1,9.375131556161765,2218-12-08,21.80418982773759,2218,12,8,1,0,0,0,0,1
162,73,0,1,9.375131556161765,2218-12-09,20.85060505259685,2218,12,9,1,0,0,0,0,1
163,74,0,1,9.375131556161765,2218-12-10,22.87402001942393,2218,12,10,1,0,0,0,0,0
164,75,0,1,9.375131556161765,2218-12-11,22.073001282496236,2218,12,11,1,0,0,0,0,1
165,76,0,1,9.375131556161765,2218-12-12,22.21648924388735,2218,12,12,1,0,0,0,0,0
166,77,0,1,9.375131556161765,2218-12-13,20.701901083885883,2218,12,13,1,0,0,0,0,0
167,78,0,1,9.375131556161765,2218-12-14,19.66626733357089,2218,12,14,1,0,0,0,0,0
168,79,0,1,9.375131556161765,2218-12-15,22.371287721082183,2218,12,15,1,0,0,0,0,0
169,80,0,1,9.375131556161765,2218-12-16,19.995267775620004,2218,12,16,1,0,0,0,0,0
170,81,0,1,9.744823013434875,2218-12-17,20.386113054486906,2218,12,17,1,0,0,0,0,0
171,82,0,1,9.744823013434875,2218-12-18,21.85160114840244,2218,12,18,1,0,0,0,0,0
172,83,0,1,9.744823013434875,2218-12-19,22.761374093165614,2218,12,19,1,0,0,0,0,1
173,84,0,1,9.744823013434875,2218-12-20,19.591594694918687,2218,12,20,1,0,0,0,0,1
174,85,0,1,9.744823013434875,2218-12-21,22.368048165426966,2218,12,21,1,0,0,0,0,0
175,86,0,1,9.744823013434875,2218-12-22,21.637396272547083,2218,12,22,1,0,0,0,0,0
176,87,0,1,9.744823013434875,2218-12-23,22.702466849188927,2218,12,23,1,0,0,0,0,1
177,88,0,1,9.744823013434875,2218-12-24,22.540192096605182,2218,12,24,1,0,0,0,0,0
178,89,0,1,9.744823013434875,2218-12-25,22.56983963439814,2218,12,25,1,0,0,0,0,1
179,90,0,1,9.744823013434875,2218-12-26,19.20287052819183,2218,12,26,1,0,0,0,0,0
180,1,0,2,7.034899924453396,2218-09-28,13.626489297876482,2218,9,28,1,0,0,0,0,0
181,2,0,2,7.034899924453396,2218-09-29,13.553993213049235,2218,9,29,1,0,0,0,0,1
182,3,0,2,7.034899924453396,2218-09-30,9.49805844627329,2218,9,30,1,0,0,0,0,0
183,4,0,2,7.034899924453396,2218-10-01,9.610307422561368,2218,10,1,1,0,0,0,0,1
184,5,0,2,7.034899924453396,2218-10-02,10.91699286621404,2218,10,2,1,0,0,0,0,0
185,6,0,2,7.034899924453396,2218-10-03,10.93083457345052,2218,10,3,1,0,0,0,0,1
186,7,0,2,7.034899924453396,2218-10-04,11.680687019994371,2218,10,4,1,0,0,0,0,0
187,8,0,2,7.034899924453396,2218-10-05,13.653383310419503,2218,10,5,1,0,0,0,0,0
188,9,0,2,7.034899924453396,2218-10-06,13.000545012821966,2218,10,6,1,0,0,0,0,0
189,10,0,2,7.034899924453396,2218-10-07,11.582685380397931,2218,10,7,1,0,0,0,0,1
190,11,0,2,7.034899924453396,2218-10-08,11.739254385254707,2218,10,8,1,0,0,0,0,0
191,12,0,2,7.034899924453396,2218-10-09,11.60374300686134,2218,10,9,1,0,0,0,0,1
192,13,0,2,7.034899924453396,2218-10-10,11.777605007390555,2218,10,10,1,0,0,0,0,0
193,14,0,2,5.804341535133592,2218-10-11,15.592132860635527,2218,10,11,1,0,0,0,0,1
194,15,0,2,5.804341535133592,2218-10-12,15.430670858523376,2218,10,12,1,0,0,0,0,1
195,16,0,2,5.804341535133592,2218-10-13,9.255328921527594,2218,10,13,1,0,0,0,0,1
196,17,0,2,5.804341535133592,2218-10-14,9.834062112834411,2218,10,14,1,0,0,0,0,1
197,18,0,2,5.804341535133592,2218-10-15,11.6006699233619,2218,10,15,1,0,0,0,0,1
198,19,0,2,5.804341535133592,2218-10-16,13.416048539036485,2218,10,16,1,0,0,0,0,0
199,20,0,2,5.804341535133592,2218-10-17,11.756839745490433,2218,10,17,1,0,0,0,0,1
200,21,0,2,5.804341535133592,2218-10-18,15.180518626335216,2218,10,18,1,0,0,0,0,1
201,22,0,2,5.804341535133592,2218-10-19,11.554288897456043,2218,10,19,1,0,0,0,0,0
202,23,0,2,5.804341535133592,2218-10-20,12.503185175026678,2218,10,20,1,0,0,0,0,1
203,24,0,2,5.804341535133592,2218-10-21,15.32333580680095,2218,10,21,1,0,0,0,0,1
204,25,0,2,5.804341535133592,2218-10-22,13.529931714809104,2218,10,22,1,0,0,0,0,0
205,26,0,2,5.804341535133592,2218-10-23,13.541455906240916,2218,10,23,1,0,0,0,0,0
206,27,0,2,5.114806093943912,2218-10-24,15.247836837949256,2218,10,24,1,0,0,0,0,0
207,28,0,2,5.114806093943912,2218-10-25,15.014887313160065,2218,10,25,1,0,0,0,0,1
208,29,0,2,5.114806093943912,2218-10-26,15.20105612392303,2218,10,26,1,0,0,0,0,1
209,30,0,2,5.114806093943912,2218-10-27,11.775405920087904,2218,10,27,1,0,0,0,0,1
210,31,0,2,5.114806093943912,2218-10-28,15.63230681315259,2218,10,28,1,0,0,0,0,0
211,32,0,2,5.114806093943912,2218-10-29,11.582631027528487,2218,10,29,1,0,0,0,0,0
212,33,0,2,5.114806093943912,2218-10-30,14.052733460966081,2218,10,30,1,0,0,0,0,0
213,34,0,2,5.114806093943912,2218-10-31,11.773121026610728,2218,10,31,1,0,0,0,0,0
214,35,0,2,5.114806093943912,2218-11-01,10.189345730335367,2218,11,1,1,0,0,0,0,1
215,36,0,2,5.114806093943912,2218-11-02,10.165081973098088,2218,11,2,1,0,0,0,0,1
216,37,0,2,5.114806093943912,2218-11-03,15.298912637985325,2218,11,3,1,0,0,0,0,1
217,38,0,2,5.114806093943912,2218-11-04,11.556587444900513,2218,11,4,1,0,0,0,0,1
218,39,0,2,5.114806093943912,2218-11-05,8.62790285468014,2218,11,5,1,0,0,0,0,0
219,40,0,2,4.741524980337824,2218-11-06,15.439537948796785,2218,11,6,1,0,0,0,0,1
220,41,0,2,4.741524980337824,2218-11-07,13.85635809144837,2218,11,7,1,0,0,0,0,1
221,42,0,2,4.741524980337824,2218-11-08,15.387057135302758,2218,11,8,1,0,0,0,0,0
222,43,0,2,4.741524980337824,2218-11-09,7.790082688715453,2218,11,9,1,0,0,0,0,1
223,44,0,2,4.741524980337824,2218-11-10,15.359087321750122,2218,11,10,1,0,0,0,0,0
224,45,0,2,4.741524980337824,2218-11-11,15.252217979968206,2218,11,11,1,0,0,0,0,1
225,46,0,2,4.741524980337824,2218-11-12,11.228570626439785,2218,11,12,1,0,0,0,0,0
226,47,0,2,4.741524980337824,2218-11-13,7.698660874083326,2218,11,13,1,0,0,0,0,1
227,48,0,2,4.741524980337824,2218-11-14,13.768817655677113,2218,11,14,1,0,0,0,0,1
228,49,0,2,4.741524980337824,2218-11-15,13.76857753119047,2218,11,15,1,0,0,0,0,0
229,50,0,2,4.741524980337824,2218-11-16,12.369921753662272,2218,11,16,1,0,0,0,0,0
230,51,0,2,4.741524980337824,2218-11-17,12.039036011764537,2218,11,17,1,0,0,0,0,0
231,52,0,2,4.741524980337824,2218-11-18,15.315544539215763,2218,11,18,1,0,0,0,0,0
232,53,0,2,6.434064362374219,2218-11-19,12.257863133607572,2218,11,19,1,0,0,0,0,0
233,54,0,2,6.434064362374219,2218-11-20,13.43668809102212,2218,11,20,1,0,0,0,0,0
234,55,0,2,6.434064362374219,2218-11-21,13.44039306953728,2218,11,21,1,0,0,0,0,0
235,56,0,2,6.434064362374219,2218-11-22,11.174561915566356,2218,11,22,1,0,0,0,0,1
236,57,0,2,6.434064362374219,2218-11-23,12.659833041823244,2218,11,23,1,0,0,0,0,0
237,58,0,2,6.434064362374219,2218-11-24,13.262302633199887,2218,11,24,1,0,0,0,0,0
238,59,0,2,6.434064362374219,2218-11-25,12.648612164746568,2218,11,25,1,0,0,0,0,0
239,60,0,2,6.434064362374219,2218-11-26,15.38304710274838,2218,11,26,1,0,0,0,0,0
240,61,0,2,6.434064362374219,2218-11-27,11.352934339402537,2218,11,27,1,0,0,0,0,1
241,62,0,2,6.434064362374219,2218-11-28,13.219579291002104,2218,11,28,1,0,0,0,0,1
242,63,0,2,6.434064362374219,2218-11-29,13.298419251173994,2218,11,29,1,0,0,0,0,1
243,64,0,2,6.434064362374219,2218-11-30,8.202845533609228,2218,11,30,1,0,0,0,0,0
244,65,0,2,6.434064362374219,2218-12-01,15.267914077666541,2218,12,1,1,0,0,0,0,0
245,66,0,2,5.7003789259614415,2218-12-02,9.257541374145708,2218,12,2,1,0,0,0,0,1
246,67,0,2,5.7003789259614415,2218-12-03,10.555623456792885,2218,12,3,1,0,0,0,0,1
247,68,0,2,5.7003789259614415,2218-12-04,10.772701934946435,2218,12,4,1,0,0,0,0,1
248,69,0,2,5.7003789259614415,2218-12-05,15.0409167470526,2218,12,5,1,0,0,0,0,1
249,70,0,2,5.7003789259614415,2218-12-06,13.09378961104803,2218,12,6,1,0,0,0,0,1
250,71,0,2,5.7003789259614415,2218-12-07,13.096259439068143,2218,12,7,1,0,0,0,0,1
251,72,0,2,5.7003789259614415,2218-12-08,12.502799025610745,2218,12,8,1,0,0,0,0,1
252,73,0,2,5.7003789259614415,2218-12-09,13.10965106521301,2218,12,9,1,0,0,0,0,1
253,74,0,2,5.7003789259614415,2218-12-10,12.425220550298425,2218,12,10,1,0,0,0,0,0
254,75,0,2,5.7003789259614415,2218-12-11,12.16595382174281,2218,12,11,1,0,0,0,0,1
255,76,0,2,5.7003789259614415,2218-12-12,12.474062787457582,2218,12,12,1,0,0,0,0,0
256,77,0,2,5.7003789259614415,2218-12-13,12.110798066151085,2218,12,13,1,0,0,0,0,0
257,78,0,2,5.7003789259614415,2218-12-14,12.91486944268556,2218,12,14,1,0,0,0,0,0
258,79,0,2,5.673479756588611,2218-12-15,10.528307752782684,2218,12,15,1,0,0,0,0,0
259,80,0,2,5.673479756588611,2218-12-16,10.636962412080896,2218,12,16,1,0,0,0,0,0
260,81,0,2,5.673479756588611,2218-12-17,14.690992807914103,2218,12,17,1,0,0,0,0,0
261,82,0,2,5.673479756588611,2218-12-18,14.655292759830703,2218,12,18,1,0,0,0,0,0
262,83,0,2,5.673479756588611,2218-12-19,12.494293936202242,2218,12,19,1,0,0,0,0,1
263,84,0,2,5.673479756588611,2218-12-20,11.969985171025824,2218,12,20,1,0,0,0,0,1
264,85,0,2,5.673479756588611,2218-12-21,13.27595537884385,2218,12,21,1,0,0,0,0,0
265,86,0,2,5.673479756588611,2218-12-22,11.81897817050343,2218,12,22,1,0,0,0,0,0
266,87,0,2,5.673479756588611,2218-12-23,14.45755844767485,2218,12,23,1,0,0,0,0,1
267,88,0,2,5.673479756588611,2218-12-24,14.389094848522598,2218,12,24,1,0,0,0,0,0
268,89,0,2,5.673479756588611,2218-12-25,13.253549620755976,2218,12,25,1,0,0,0,0,1
269,90,0,2,5.673479756588611,2218-12-26,13.290262671655876,2218,12,26,1,0,0,0,0,0
270,1,1,0,12.683795389947834,2218-09-28,16.831177265239802,2218,9,28,0,1,0,0,0,1
271,2,1,0,12.683795389947834,2218-09-29,16.78257270448486,2218,9,29,0,1,0,0,0,1
272,3,1,0,12.683795389947834,2218-09-30,16.447165772870935,2218,9,30,0,1,0,0,0,1
273,4,1,0,12.683795389947834,2218-10-01,16.445755395404248,2218,10,1,0,1,0,0,0,1
274,5,1,0,12.683795389947834,2218-10-02,16.609153441705995,2218,10,2,0,1,0,0,0,0
275,6,1,0,12.683795389947834,2218-10-03,16.763948590992015,2218,10,3,0,1,0,0,0,0
276,7,1,0,12.683795389947834,2218-10-04,17.002047902491167,2218,10,4,0,1,0,0,0,0
