id,price
4381,4.3
4384,4.3
4389,4.3
4418,9.9
4422,9.9
4443,9.9
4449,3.86
4450,3.86
4460,3.86
4469,3.86
4486,4.3
4488,4.3
4490,4.3
4494,4.3
4498,4.3
4508,4.3
4554,3.86
4580,4.3
4587,4.3
4599,4.3
4633,9.9
4634,9.9
4653,9.9
4712,3.86
4715,3.86
4739,3.86
4742,3.86
4765,4.3
4795,4.3
4827,9.9
4848,3.86
4857,3.86
4881,4.3
4887,4.3
4927,4.3
4937,9.9
4964,9.9
4979,9.9
4987,3.86
4991,3.86
4992,3.86
5008,3.86
5013,3.86
5016,3.86
5070,4.3
5115,3.86
5161,4.3
5162,4.3
5174,4.3
5179,10.39
5183,10.39
5192,10.39
5195,10.39
5212,3.86
5217,3.86
5234,3.86
5281,4.3
5285,4.3
5306,10.39
5320,10.39
5334,3.86
5343,3.86
5346,3.86
5355,4.3
5381,10.39
5460,4.6
5479,4.6
5496,10.39
5503,10.39
5525,3.86
5549,4.6
5551,4.6
5558,4.6
5585,10.39
5588,10.39
5592,10.39
5593,10.39
5620,3.86
5633,3.86
5641,3.86
5662,4.6
5673,4.6
5696,10.39
5710,10.39
5725,10.39
5742,3.8899999999999997
5749,3.8899999999999997
5750,3.8899999999999997
5752,3.8899999999999997
5753,3.8899999999999997
5761,4.6
5776,4.6
5787,4.6
5803,4.6
5818,10.39
5856,3.8899999999999997
5871,3.8899999999999997
5897,3.8899999999999997
5899,3.8899999999999997
5902,3.8899999999999997
5935,4.6
5969,3.8899999999999997
5976,3.8899999999999997
5982,3.8899999999999997
5989,3.8899999999999997
6009,4.6
6041,4.6
6051,10.39
6054,10.39
6060,10.39
6064,10.39
6090,10.39
6093,10.39
6095,3.8899999999999997
6111,3.8899999999999997
6113,3.8899999999999997
6116,3.8899999999999997
6123,3.8899999999999997
6125,3.8899999999999997
6164,4.6
6165,4.6
6199,10.39
6219,3.8899999999999997
6243,3.8899999999999997
6249,3.8899999999999997
6253,3.8899999999999997
6261,3.8899999999999997
6266,4.6
6281,4.6
6299,4.6
6334,3.8899999999999997
6337,3.8899999999999997
6344,3.8899999999999997
6353,3.8899999999999997
6359,3.8899999999999997
6367,3.8899999999999997
6373,4.6
6374,4.6
6378,4.6
6403,10.31
6422,10.31
6444,3.8899999999999997
6461,3.8899999999999997
6481,4.6
6489,4.6
6513,10.31
6519,10.31
6527,10.31
6544,3.8899999999999997
6546,3.8899999999999997
6566,3.8899999999999997
6567,3.8899999999999997
6573,4.6
6588,4.6
6634,10.31
6660,10.31
6687,3.8899999999999997
6740,4.6
6743,4.6
6747,4.6
6754,4.6
6783,10.31
6787,10.31
6797,3.8899999999999997
6801,3.8899999999999997
6823,3.8899999999999997
6829,3.8899999999999997
6862,4.6
6886,4.6
6890,10.31
6897,10.31
6939,10.31
6961,3.8899999999999997
6969,3.8899999999999997
7015,4.6
7045,4.6
7047,4.6
7124,4.6
7138,4.6
7164,4.6
7166,4.6
7174,10.31
7185,10.31
7186,10.31
7209,4.01
7275,4.6
7299,10.31
7314,10.31
7317,10.31
7367,4.6
7368,4.6
7370,4.6
7412,4.01
7426,4.01
7433,4.01
7471,4.6
7488,4.6
7493,4.6
7549,4.01
7552,4.01
7559,4.01
7581,4.01
7583,4.01
7586,4.01
7591,4.01
7598,4.01
7609,4.01
7653,4.6
7686,4.01
7727,4.01
7735,4.6
7781,4.6
7801,10.280000000000001
7809,10.280000000000001
7810,10.280000000000001
7822,10.280000000000001
7878,4.01
7885,4.6
7898,4.6
7905,4.6
7940,4.01
7997,5.069999999999999
8014,5.069999999999999
8060,10.280000000000001
8074,10.280000000000001
8079,4.01
8104,4.01
8110,4.01
8120,4.01
8143,5.069999999999999
8173,10.280000000000001
8183,10.280000000000001
8207,4.01
8219,4.01
8222,4.01
8237,5.069999999999999
8266,5.069999999999999
8270,5.069999999999999
8276,5.069999999999999
8277,5.069999999999999
8309,10.280000000000001
8318,4.01
8354,4.01
8368,5.069999999999999
8369,5.069999999999999
8410,5.069999999999999
8423,10.280000000000001
8424,10.280000000000001
8459,10.280000000000001
8460,10.280000000000001
8482,4.01
8486,4.01
8489,4.01
8490,4.01
8500,4.01
8506,4.01
8509,4.01
8517,4.01
8533,4.01
8553,5.069999999999999
8554,5.069999999999999
8561,5.069999999999999
8562,5.069999999999999
8565,5.069999999999999
8577,5.069999999999999
8629
8639,4.01
8644,4.01
8650,4.01
8654,4.01
8664,4.01
8676,4.01
8677,4.01
8693,5.069999999999999
8730,5.069999999999999
8756,10.280000000000001
8776,10.280000000000001
8783,10.280000000000001
8790,10.280000000000001
8795,10.280000000000001
8798,10.280000000000001
8805,10.280000000000001
8810,10.280000000000001
8816,10.280000000000001
8820,4.01
8833,4.01
8838,4.01
8846,4.01
8857,4.01
8886,5.069999999999999
8933,10.280000000000001
8943,10.280000000000001
8959,4.21
8968,4.21
9005,5.069999999999999
9031,5.069999999999999
9054,10.280000000000001
9055,10.280000000000001
9057,10.280000000000001
9059,10.280000000000001
9078,10.280000000000001
9198,10.860000000000001
9221,4.21
9245,4.21
9266,5.069999999999999
9268,5.069999999999999
9275,5.069999999999999
9299,5.069999999999999
9314,10.860000000000001
9318,10.860000000000001
9402,4.21
9458,5.069999999999999
9475,5.069999999999999
9489,10.860000000000001
9493,10.860000000000001
9494,10.860000000000001
9497,10.860000000000001
9517,10.860000000000001
9526,10.860000000000001
9536,4.21
9539,4.21
9550,4.21
9554,4.21
9576,4.21
9591,4.21
9602,5.069999999999999
9618,5.069999999999999
9622,5.069999999999999
9642,10.860000000000001
9646,10.860000000000001
9673,4.21
9689,4.21
9698,4.21
9710,5.069999999999999
9723,5.069999999999999
9724,5.069999999999999
9761,10.860000000000001
9780,10.860000000000001
9790,10.860000000000001
9798,4.21
9799,4.21
9802,4.21
9812,4.21
9817,4.21
9835,4.21
9867,4.21
9888,5.069999999999999
9892,5.069999999999999
9924,5.069999999999999
9932,10.860000000000001
9940,10.860000000000001
9942,10.860000000000001
9949,10.860000000000001
9957,10.860000000000001
9998,4.21
10063,5.069999999999999
10087,5.069999999999999
10092,5.069999999999999
10094,11.420000000000002
10133,4.21
10137,4.21
10147,4.21
10158,4.21
10201,5.069999999999999
10203,5.069999999999999
10217,5.069999999999999
10230,11.420000000000002
10237,11.420000000000002
10259,4.21
10270,4.21
10275,4.21
10279,4.21
10280,4.21
10303,5.069999999999999
10318,5.069999999999999
10333,5.069999999999999
10432,4.21
10438,4.21
10454,4.21
10474,5.069999999999999
10475,5.069999999999999
10513,5.069999999999999
10546,11.420000000000002
10556,11.420000000000002
10557,11.420000000000002
10592,4.21
10593,4.21
10601,4.21
10642,5.069999999999999
10655,5.069999999999999
10709,11.420000000000002
10728,11.420000000000002
10825,5.069999999999999
10832,5.069999999999999
10845,5.069999999999999
10848,5.069999999999999
10866,5.069999999999999
10882,11.420000000000002
10895,11.420000000000002
10897,11.420000000000002
10901,11.420000000000002
10912,11.420000000000002
10915,4.21
10919,4.21
10934,4.21
10938,4.21
10955,4.21
10987,5.069999999999999
10996,5.069999999999999
11010,11.420000000000002
11022,11.420000000000002
11023,11.420000000000002
11049,4.03
11053,4.03
11072,4.03
11104,4.03
11127,5.069999999999999
11140,5.069999999999999
11145,5.069999999999999
11147,5.069999999999999
11186,11.420000000000002
11190,11.420000000000002
11193,11.420000000000002
11208,11.420000000000002
11210,11.420000000000002
11216,11.420000000000002
11234,4.03
11235,4.03
11249,4.03
11252,4.03
11280,4.03
11282,4.03
11285,5.569999999999999
11291,5.569999999999999
11320,5.569999999999999
11327,11.690000000000001
11343,11.690000000000001
11351,11.690000000000001
11357,11.690000000000001
11385,4.03
11414,4.03
11428,5.569999999999999
11444,5.569999999999999
11488,11.690000000000001
11499,11.690000000000001
11526,11.690000000000001
11535,11.690000000000001
11540,4.03
11546,4.03
11551,4.03
11559,4.03
11566,4.03
11601,5.569999999999999
11625,5.569999999999999
11652,11.690000000000001
11664,11.690000000000001
11684,11.690000000000001
11691,4.03
11744,4.03
11750,4.03
11761,5.569999999999999
11797,5.569999999999999
11804,5.569999999999999
11839,11.690000000000001
11849,11.690000000000001
11855,11.690000000000001
11868,11.690000000000001
11870,11.690000000000001
11930,4.03
11942,5.569999999999999
11963,5.569999999999999
11967,5.569999999999999
11970,5.569999999999999
11977,5.569999999999999
12037,11.690000000000001
12056,4.03
12071,4.03
12073,4.03
12144,11.690000000000001
12150,11.690000000000001
12161,11.690000000000001
12164,11.690000000000001
12181,4.03
12190,4.03
12193,4.03
12203,4.03
12248,5.569999999999999
12258,5.569999999999999
12263,5.569999999999999
12266,5.569999999999999
12268,5.569999999999999
12282,5.569999999999999
12293,11.690000000000001
12302,11.690000000000001
12307,11.690000000000001
12308,11.690000000000001
12314,11.690000000000001
12345,11.690000000000001
12362,4.03
12385,4.03
12393,4.03
12397,4.03
12403,4.03
12476,5.569999999999999
12543,11.690000000000001
12552,11.690000000000001
12573,4.36
12589,4.36
12606,4.36
12615,4.36
12616,4.36
12621,4.36
12639,4.36
12641,4.36
12677,5.569999999999999
12685,5.569999999999999
12695,5.569999999999999
12705,5.569999999999999
12730,11.690000000000001
12757,11.690000000000001
12770,11.690000000000001
12772,11.690000000000001
12775,11.690000000000001
12814,4.36
12828,4.36
12850,5.569999999999999
12916,11.690000000000001
12931,11.690000000000001
12948,11.690000000000001
12959,11.690000000000001
12962,11.690000000000001
12995,4.36
13006,4.36
13027,4.36
13034,4.36
13048,5.569999999999999
13052,5.569999999999999
13057,5.569999999999999
13070,5.569999999999999
13082,5.569999999999999
13117,11.690000000000001
13125,11.690000000000001
13161,11.690000000000001
13185,4.36
13218,4.36
13223,4.36
13238,5.569999999999999
13264,5.569999999999999
13273,5.569999999999999
13283,5.569999999999999
13291,11.690000000000001
13307,11.690000000000001
13321,11.690000000000001
13337,4.36
13361,4.36
13380,4.36
13391,4.36
13411,5.569999999999999
13424,5.569999999999999
13431,11.690000000000001
13443,11.690000000000001
13444,11.690000000000001
13475,4.36
13483,4.36
13490,4.36
13507,4.36
13513,4.36
13519,4.36
13520,4.36
13521,5.569999999999999
13525,5.569999999999999
13538,5.569999999999999
13548,5.569999999999999
13549,5.569999999999999
13567,11.690000000000001
13577,11.690000000000001
13597,11.690000000000001
13605,11.690000000000001
13620,4.36
13655,4.36
13660,4.36
13711,5.569999999999999
13726,5.569999999999999
13736,11.690000000000001
13743,11.690000000000001
13746,11.690000000000001
13772,11.690000000000001
13791,11.690000000000001
13826,4.36
13846,4.36
13847,4.36
13869,5.569999999999999
13875,5.569999999999999
13895,5.569999999999999
13908,5.569999999999999
13932,11.570000000000002
13933,11.570000000000002
13939,11.570000000000002
13986,4.36
13993,4.36
14014,4.36
14015,4.36
14038,5.569999999999999
14042,5.569999999999999
14046,5.569999999999999
14100,11.570000000000002
14102,11.570000000000002
14104,11.570000000000002
14108,11.570000000000002
14109,11.570000000000002
14118,11.570000000000002
14119,11.570000000000002
14135,4.36
14140,4.36
14147,4.36
14150,4.36
14151,4.36
14162,4.36
14164,4.36
14169,4.36
14202,4.36
14204,5.569999999999999
14228,5.569999999999999
14243,5.569999999999999
14321,11.570000000000002
14338,4.36
14340,4.36
14347,4.36
14348,4.36
14349,4.36
14355,4.36
14387,4.36
14434,5.569999999999999
14443,11.570000000000002
14449,11.570000000000002
14465,11.570000000000002
14479,11.570000000000002
14497,4.890000000000001
14499,4.890000000000001
14504,4.890000000000001
14505,4.890000000000001
14527,4.890000000000001
14568,5.569999999999999
14599,5.569999999999999
14661,11.570000000000002
14668,11.570000000000002
14676,4.890000000000001
14677,4.890000000000001
14728,4.890000000000001
14729,4.890000000000001
14736,5.52
14764,5.52
14774,5.52
14786,5.52
14838,11.570000000000002
14843,11.570000000000002
14877,4.890000000000001
14885,4.890000000000001
14886,4.890000000000001
14911,4.890000000000001
14935,4.890000000000001
14946,5.52
14983,5.52
14998,5.52
15014,11.570000000000002
15032,11.570000000000002
15043,11.570000000000002
15046,11.570000000000002
15052,11.570000000000002
15058,4.890000000000001
15062,4.890000000000001
15065,4.890000000000001
15066,4.890000000000001
15143,5.52
15186,11.570000000000002
15209,11.570000000000002
15214,11.570000000000002
15217,4.890000000000001
15240,4.890000000000001
15248,4.890000000000001
15251,4.890000000000001
15274,5.52
15276,5.52
15287,5.52
15348,11.570000000000002
15393,4.890000000000001
15396,4.890000000000001
15398,4.890000000000001
15404,4.890000000000001
15411,4.890000000000001
15420,4.890000000000001
15428,4.890000000000001
15431,5.52
15436,5.52
15438,5.52
15449,5.52
15456,5.52
15462,5.52
15481,11.570000000000002
15485,11.570000000000002
15502,11.570000000000002
15539,4.890000000000001
15547,4.890000000000001
15572,4.890000000000001
15597,5.52
15606,5.52
15641,11.570000000000002
15662,11.570000000000002
15665,11.570000000000002
15695,4.890000000000001
15706,4.890000000000001
15716,4.890000000000001
15726,4.890000000000001
15735,5.52
15737,5.52
15787,5.52
15796,11.570000000000002
15812,11.570000000000002
15848,11.570000000000002
15861,11.570000000000002
15872,4.890000000000001
15884,4.890000000000001
15914,4.890000000000001
15916,4.890000000000001
15934,5.52
15936,5.52
15951,5.52
15964,5.52
15977,11.570000000000002
15988,11.570000000000002
16007,11.570000000000002
16021,4.890000000000001
16023,4.890000000000001
16039,4.890000000000001
16081,5.52
16100,5.52
16107,5.52
16137,11.190000000000001
16139,11.190000000000001
16140,11.190000000000001
16160,11.190000000000001
16169,11.190000000000001
16176,11.190000000000001
16188,11.190000000000001
16194,11.190000000000001
16197,4.510000000000001
16204,4.510000000000001
16224,4.510000000000001
16241,4.510000000000001
16243,4.510000000000001
16258,5.52
16268,5.52
16301,11.190000000000001
16308,11.190000000000001
16331,11.190000000000001
16352,4.510000000000001
16366,4.510000000000001
16381,4.510000000000001
16386,5.52
16391,5.52
16392,5.52
16406,5.52
16409,5.52
16426,5.52
16432,11.190000000000001
16444,11.190000000000001
16446,11.190000000000001
16473,11.190000000000001
16483,4.510000000000001
16486,4.510000000000001
16499,4.510000000000001
16512,4.510000000000001
16525,4.510000000000001
16544,5.52
16559,5.52
16560,5.52
16566,5.52
16576,5.52
16597,5.52
16606,5.52
16626,11.190000000000001
16637,11.190000000000001
16674,11.190000000000001
16685,4.510000000000001
16701,4.510000000000001
16714,4.510000000000001
16746,4.510000000000001
16749,4.510000000000001
16758,5.52
16776,5.52
16791,5.52
16820,11.190000000000001
16836,11.190000000000001
16874,11.190000000000001
16881,11.190000000000001
16885,4.510000000000001
16892,4.510000000000001
16894,4.510000000000001
16897,4.510000000000001
16904,4.510000000000001
16961,5.52
16977,5.52
17006,5.52
17065,11.190000000000001
17084,11.190000000000001
17114,4.510000000000001
17124,4.510000000000001
17134,4.510000000000001
17139,4.510000000000001
17161,5.52
17163,5.52
17192,5.52
17223,11.190000000000001
17224,11.190000000000001
17230,11.190000000000001
17252,11.190000000000001
17274,4.510000000000001
17276,4.510000000000001
17280,4.510000000000001
17295,4.510000000000001
17302,4.510000000000001
17310,4.510000000000001
17320,4.510000000000001
17335,5.52
17341,5.52
17352,5.52
17358,5.52
17384,11.190000000000001
17406,11.190000000000001
17409,11.190000000000001
17411,11.190000000000001
17426,11.190000000000001
17429,11.190000000000001
17436,11.190000000000001
17444,4.510000000000001
17446,4.510000000000001
17503,5.52
17523,5.52
17563,11.190000000000001
17580,11.190000000000001
17582,11.190000000000001
17586,11.190000000000001
17592,11.190000000000001
17620,11.190000000000001
17624,11.190000000000001
17650,4.510000000000001
17653,4.510000000000001
17661,4.510000000000001
17671,4.510000000000001
17687,4.510000000000001
17701,5.52
17704,5.52
17708,5.52
17724,5.52
17729,5.52
17741,11.190000000000001
17743,11.190000000000001
17746,11.190000000000001
17754,11.190000000000001
17787,4.510000000000001
17796,4.510000000000001
17797,4.510000000000001
17809,4.510000000000001
17826,5.52
17857,5.52
17862,11.190000000000001
17886,11.190000000000001
17898,11.190000000000001
17910,11.190000000000001
17935,4.510000000000001
17948,4.510000000000001
17966,4.510000000000001
18046,5.92
18058,11.190000000000001
18069,11.190000000000001
18084,11.190000000000001
18118,4.910000000000001
18130,4.910000000000001
18138,4.910000000000001
18192,5.92
18196,5.92
18228,5.92
18238,11.190000000000001
18247,11.190000000000001
18269,11.190000000000001
18282,11.190000000000001
18288,4.910000000000001
18295,4.910000000000001
18304,4.910000000000001
18314,4.910000000000001
18337,4.910000000000001
18346,4.910000000000001
18350,5.92
18359,5.92
18386,5.92
18387,5.92
18394,11.290000000000001
18401,11.290000000000001
18409,11.290000000000001
18412,11.290000000000001
18415,11.290000000000001
18430,4.910000000000001
18447,4.910000000000001
18459,4.910000000000001
18460,4.910000000000001
18462,4.910000000000001
18463,4.910000000000001
18470,4.910000000000001
18479,5.92
18489,5.92
18505,5.92
18516,5.92
18581,11.290000000000001
18597,11.290000000000001
18615,4.910000000000001
18644,4.910000000000001
18660,4.910000000000001
18691,5.92
18721,5.92
18755,11.290000000000001
18756,11.290000000000001
18757,11.290000000000001
18761,11.290000000000001
18764,11.290000000000001
18765,11.290000000000001
18767,11.290000000000001
18788,11.290000000000001
18789,11.290000000000001
18811,4.910000000000001
18817,4.910000000000001
18838,4.910000000000001
18853,4.910000000000001
18864,4.910000000000001
18869,4.910000000000001
18887,5.92
18889,5.92
18890,5.92
18946,11.290000000000001
18955,11.290000000000001
18962,11.290000000000001
18966,11.290000000000001
18976,11.290000000000001
18988,11.290000000000001
18990,11.290000000000001
18994,11.290000000000001
18997,11.290000000000001
19007,4.910000000000001
19014,4.910000000000001
19019,4.910000000000001
19027,4.910000000000001
19034,4.910000000000001
19038,4.910000000000001
19046,4.910000000000001
19062,5.92
19064,5.92
19105,5.92
19108,11.290000000000001
19113,11.290000000000001
19134,11.290000000000001
19139,11.290000000000001
19151,11.290000000000001
19196,4.910000000000001
19230,5.92
19239,5.92
19251,11.290000000000001
19284,11.290000000000001
19297,11.290000000000001
19304,11.290000000000001
19308,4.910000000000001
19312,4.910000000000001
19316,4.910000000000001
19357,5.92
19367,5.92
19413,5.92
19449,11.290000000000001
19465,11.290000000000001
19472,11.290000000000001
19486,4.910000000000001
19507,4.910000000000001
19566,5.92
19585,5.92
19611,11.290000000000001
19625,11.290000000000001
19652,4.910000000000001
19660,4.910000000000001
19666,4.910000000000001
19679,4.910000000000001
19708,5.92
19798,4.910000000000001
19806,5.92
19818,5.92
19830,5.92
19840,5.92
19848,5.92
19851,5.92
19854,5.92
19879,11.290000000000001
19918,11.290000000000001
19940,4.910000000000001
19977,4.910000000000001
19979,4.910000000000001
19981,4.910000000000001
19984,5.92
19992,5.92
19997,5.92
19999,5.92
20026,5.92
20032,5.92
20035,5.92
20060,11.31
20073,11.31
20078,11.31
20084,11.31
20092,11.31
20097,4.910000000000001
20101,4.910000000000001
20122,4.910000000000001
20130,4.910000000000001
20167,5.92
20174,5.92
20203,5.92
20211,5.92
20284,4.910000000000001
20303,4.910000000000001
20308,4.910000000000001
20309,4.910000000000001
20329,4.910000000000001
20335,4.910000000000001
20347,4.910000000000001
20393,11.31
20397,11.31
20398,11.31
20449,4.910000000000001
20454,4.910000000000001
20526,11.31
20532,11.31
20537,11.31
20554,11.31
20562,11.31
20565,11.31
20568,11.31
20570,11.31
20594,4.910000000000001
20679,5.92
20683,5.92
20717,11.31
20724,11.31
20730,11.31
20731,11.31
20787,5.92
20790,5.92
20833,5.92
20837,5.92
20873,11.31
20908,4.910000000000001
20916,4.910000000000001
20948,5.92
20954,5.92
20981,5.92
20994,11.31
21003,11.31
21006,11.31
21011,11.31
21012,11.31
21047,4.910000000000001
21059,4.910000000000001
21061,4.910000000000001
21080,6.51
21094,6.51
21099,6.51
21184,5.510000000000001
21218,6.51
21229,6.51
21271,11.31
21285,11.31
21290,11.31
21306,5.510000000000001
21313,5.510000000000001
21350,5.510000000000001
21375,6.51
21393,6.51
21417,11.31
21422,11.31
21465,5.510000000000001
21473,5.510000000000001
21479,5.510000000000001
21489,5.510000000000001
21492,5.510000000000001
21548,6.51
21571,11.31
21578,11.31
21583,11.31
21610,5.510000000000001
21617,5.510000000000001
21626,5.510000000000001
21631,5.510000000000001
21632,5.510000000000001
21637,5.510000000000001
21654,6.51
21668,6.51
21692,6.51
21699,6.51
21728,11.31
21779,5.510000000000001
21785,5.510000000000001
21797,5.510000000000001
21800,5.510000000000001
21805,5.510000000000001
21816,6.51
21819,6.51
21821,6.51
21837,6.51
21866,6.51
21868,6.51
21890,11.31
21892,11.31
21904,11.31
21924,5.510000000000001
21935,5.510000000000001
21944,5.510000000000001
21966,5.510000000000001
21968,5.510000000000001
21970,5.510000000000001
21975,5.510000000000001
21982,5.510000000000001
22030,11.31
22049,11.31
22053,11.31
22069,5.510000000000001
22085,5.510000000000001
22092,5.510000000000001
22117,6.51
22146,6.51
22156,11.270000000000001
22170,11.270000000000001
22174,11.270000000000001
22185,11.270000000000001
22199,5.510000000000001
22203,5.510000000000001
22225,5.510000000000001
22251,6.51
22270,6.51
22275,6.51
22309,6.51
22372,5.510000000000001
22383,5.510000000000001
22384,5.510000000000001
22388,5.510000000000001
22400,5.510000000000001
22427,6.51
22435,6.51
22441,6.51
22486,6.51
22512,11.270000000000001
22515,11.270000000000001
22632,6.51
22644,6.51
22657,11.270000000000001
22669,11.270000000000001
22703,11.270000000000001
22733,5.510000000000001
22757,5.510000000000001
22759,5.510000000000001
22767,5.510000000000001
22769,5.510000000000001
22781,6.51
22796,6.51
22805,6.51
22828,11.270000000000001
22832,11.270000000000001
22842,11.270000000000001
22843,11.270000000000001
22846,11.270000000000001
22876,5.510000000000001
22885,5.510000000000001
22893,5.510000000000001
22933,6.51
22957,6.51
22974,11.270000000000001
22991,11.270000000000001
22992,11.270000000000001
22997,11.270000000000001
23005,11.270000000000001
23014,11.270000000000001
23015,5.420000000000001
23062,5.420000000000001
23071,5.420000000000001
23081,5.420000000000001
23086,5.420000000000001
23100,6.51
23110,6.51
23131,6.51
23156,11.270000000000001
23161,11.270000000000001
23176,11.270000000000001
23245,5.420000000000001
23269,6.51
23271,6.51
23303,6.51
23306,6.51
23326,11.270000000000001
23330,11.270000000000001
23333,11.270000000000001
23340,11.270000000000001
23355,11.270000000000001
23367,5.420000000000001
23379,5.420000000000001
23410,6.51
23424,6.51
23428,6.51
23439,6.51
23449,6.51
23450,6.51
23490,11.270000000000001
23496,11.270000000000001
23536,5.420000000000001
23557,6.51
23564,6.51
23614,11.270000000000001
23640,11.270000000000001
23644,11.270000000000001
23656,5.420000000000001
23692,5.420000000000001
23705,6.34
23712,6.34
23720,6.34
23741,11.270000000000001
23751,11.270000000000001
23765,11.270000000000001
23789,5.420000000000001
23793,5.420000000000001
23799,5.420000000000001
23825,5.420000000000001
23876,6.34
23881,6.34
23911,10.980000000000002
23916,10.980000000000002
23919,10.980000000000002
23945,5.420000000000001
23958,5.420000000000001
23962,5.420000000000001
23988,6.34
24008,6.34
24018,6.34
24085,10.980000000000002
24108,5.420000000000001
24154,6.34
24177,6.34
24223,10.980000000000002
24238,10.980000000000002
24250,5.420000000000001
24266,5.420000000000001
24281,5.420000000000001
24292,6.34
24303,6.34
24307,6.34
24316,6.34
24318,6.34
24326,6.34
24352,6.34
24378,10.980000000000002
24379,10.980000000000002
24391,10.980000000000002
24418,5.290000000000001
24422,5.290000000000001
24435,5.290000000000001
24438,5.290000000000001
24478,6.34
24488,6.34
24518,6.34
24519,6.34
24531,6.34
24553,10.980000000000002
24569,10.980000000000002
24572,10.980000000000002
24582,10.980000000000002
24599,5.290000000000001
24605,5.290000000000001
24612,5.290000000000001
24629,5.290000000000001
24630,5.290000000000001
24633,5.290000000000001
24649,5.290000000000001
24698,6.34
24703,6.34
24723,6.34
24725,6.34
24767,10.980000000000002
24776,10.980000000000002
24797,10.980000000000002
24840,5.290000000000001
24842,5.290000000000001
24848,6.34
24876,6.34
24918,10.980000000000002
24929,10.980000000000002
24940,10.980000000000002
24957,5.290000000000001
24958,5.290000000000001
24973,5.290000000000001
24979,5.290000000000001
24986,5.290000000000001
25023,6.34
25035,6.34
25045,10.680000000000001
25065,10.680000000000001
25070,10.680000000000001
25074,10.680000000000001
25092,5.290000000000001
25132,5.290000000000001
25161,6.34
25189,6.34
25203,10.680000000000001
25207,10.680000000000001
25231,10.680000000000001
25243,5.290000000000001
25258,5.290000000000001
